;	coding: utf-8
5461	střední karta posil kavalerie
5462	velká karta posil kavalerie
5463	malá karta posil lukostřelců
5464	střední karta posil lukostřelců
5465	velká karta posil lukostřelců
5466	malá karta posil mágů
5467	střední karta posil mágů
5468	velká karta posil mágů
5469	malá karta posil draků
5470	střední karta posil draků
5471	velká karta posil draků
5472	malá karta posil obléhání
5473	střední karta posil obléhání
5474	velká karta posil obléhání
5475	malá karta posil letectva
5476	střední karta posil letectva
5477	velká karta posil letectva
5478	malá karta zásoby zlata
5479	střední karta zásoby zlata
5480	velká karta zásoby zlata
5481	malá karta zásoby dřeva
5482	střední karta zásoby dřeva
5483	velká karta zásoby dřeva
5484	známka F, špatná
5485	karta hrdiny Raynora
5486	briefing mise
5487	starověké ruiny jsou rozptýleny po mapě
5488	některé ruiny mohou skrývat další tajemství na sousedních polích
5489	soupeři nebudou čekat — najděte každou ruinu jako první
5490	kovové ozvěny za kamenem, prohledejte sousední pole
5491	skrytá komnata skýtá další kořist
5492	dosud neobjevené ruiny
5493	zbývá jen jedna ruina k objevení
7736	Raynor, pán koalice
5398	žádný mod
5500	lokálně vybrat vše
5501	procházet jednotky
5502	dělník
5503	voják
5504	budova
5505	všichni vojáci, lokálně vybrat vše
5506	místní jednotka
5507	obecná budova
5510	stav zdroje 1
5511	stav zdroje 2
5512	stav zdroje 3
5513	stav populace
5514	zrušit nebo otevřít prohlížeč map
5515	přepnout rozhraní jednotek a budov
5516	přepnout rozhraní příkazů a dovedností
5517	přepnout batoh a výbavu
5518	otevřít nápovědu a dotazy
5519	otevřít rozhraní diplomacie
5520	obrazovka atributů
5521	batoh
5522	obrazovka výbavy
5523	vybrat další cíl
5524	vybrat předchozí cíl
5525	vybrat další užitečný cíl
5526	vybrat předchozí užitečný cíl
5527	posunout o pole na sever
5528	posunout o pole na jih
5529	posunout o pole na západ
5530	posunout o pole na východ
5531	další prozkoumané pole
5532	předchozí prozkoumané pole
5533	další konfliktní pole
5534	předchozí konfliktní pole
5535	další neznámé pole
5536	předchozí neznámé pole
5537	další pole zdrojů
5538	předchozí pole zdrojů
5539	výchozí příkaz
5540	potvrdit příkaz
5541	prozkoumat
5542	sledovat pohled jednotky
5543	životy jednotky
5544	popis dalšího cíle
5545	popis předchozího cíle
5546	oznámit seznam hráčů
5547	historie zpět
5548	historie vpřed
5549	herní menu
5550	hlasitěji
5551	tišeji
5552	režim první osoby
5553	konzole
5554	přepnout hudbu
5555	celá obrazovka
5556	přepnout mluvící hodiny
5557	změnit hráče
5558	velet jednotce
5559	písmenová zkratka příkazu
5560	přepnout filtr strany
5561	přepnout filtr typu
5562	velet budově
5563	procházet další příkaz
5564	opakovat poslední příkaz
5565	opakovat poslední příkaz ihned
5566	příkaz
5567	procházet další dovednost
5568	dovednost
5569	seznam dovedností
5570	automatický útok
5571	nápověda další položka
5572	nápověda předchozí položka
5573	oznámit čas
5574	otevřít vstup chatu
5575	přepnout metronom
5576	opustit rozhraní nápovědy
5577	další ložisko zdroje 1
5578	předchozí ložisko zdroje 1
5579	další ložisko zdroje 2
5580	předchozí ložisko zdroje 2
5581	další ložisko zdroje 3
5582	předchozí ložisko zdroje 3
5583	další louka
5584	předchozí louka
5585	další průchod
5586	předchozí průchod
5587	přepnout přiblížení
5588	opustit prohlížeč map
5589	vybrat kandidáta spojenectví
5590	odeslat žádost o spojenectví
5591	přijmout spojenectví
5592	odmítnout nebo zrušit spojenectví
5593	opustit rozhraní diplomacie
5594	zrušit příkaz
5595	přesnost přiblížení
5596	vybrat jednotky
5597	všechny
5598	polovina
5599	třetina
5600	čtvrtina
5601	pětina
5602	zrušit skupinu
5603	ovládací skupina 1
5604	ovládací skupina 2
5605	ovládací skupina 3
5606	ovládací skupina 4
5610	Control
5611	Shift
5612	Alt
5613	nahoru
5614	dolů
5615	doleva
5616	doprava
5617	PageUp
5618	PageDown
5619	Home
5620	End
5621	Tab
5622	mezerník
5623	Enter
5624	Enter na numerické klávesnici
5625	Escape
5626	Backspace
5627	plus na numerické klávesnici
5628	minus na numerické klávesnici
5629	rovnítko
5630	minus
5631	zpětné lomítko
5632	středník
5633	zpětná uvozovka
5634	uvozovky
5635	levý Control
5636	pravý Control
5637	levý Alt
5638	pravý Alt
5639	levý Shift
5640	pravý Shift
5641	přepnout zobrazení
5642	uložit skupinu
5643	přidat jednotky do skupiny
5644	přepnout režim cheatů
5645	snížit přesnost přiblížení
5646	zvýšit přesnost přiblížení
5647	dotázat se na přesnost přiblížení
5648	znovu načíst parametry
5649	zastavit přehrávání historie
5650	hlasitěji hudba
5651	tišeji hudba
5652	potvrdit s frontou
5653	potvrdit naléhavě
5654	do fronty
5655	dosah celé mapy
5656	globálně vybrat vše
5657	procházet předchozí příkaz
5658	pouze neaktivní příkazy
5659	přepnout filtr strany zpět
5660	přepnout filtr typu zpět
5661	opakovat nyní a do fronty
5662	všichni vojáci
5663	předchozí kandidát spojenectví
5664	pět polí
5665	ignorovat kolizi
5666	procházet jednotky zpět
5667	pouze nečinné jednotky
5668	zahrnout budovy bez menu
5669	celá mapa
5670	dělník a všichni vojáci
5671	hledat zkratky
5672	zadejte hledaný text, Esc pro zrušení
5673	žádné odpovídající zkratky
5674	pokročilé varianty
5675	exportovat konfiguraci zkratek
5676	importovat konfiguraci zkratek
5677	zkopírováno do schránky
5678	import úspěšný, platí od příští hry
5679	import selhal, neplatný formát
5680	sloučený import
5681	nahrazující import
5682	napište první písmeno pro rychlý skok
5683	aliasové klávesy
5684	výchozí klávesa
5685	rozhraní první osoby
5686	úroveň příliš nízká na naučení této dovednosti
5687	tuto dovednost již znáte
5688	naučeno
5689	získána refundace za demolici budovy
5690	odhodit
5691	dát
5692	zapnout automatický průzkum
5693	vypnout automatický průzkum
5694	stavební místo
5695	město
5696	pláň
5697	potok
5698	vyvýšenina
5699	kopec
4371	obsazeno
4511	zpomalit
4638	ruční výroba
4654	budova zlatého dolu
4662	pláň
4663	otevřený terén
5710	hlasitost
5711	výška tónu
5712	rychlost řeči
5713	hlas
