;	coding: utf-8
5290	Enter zum Ersetzen bestätigen, Escape zum Abbrechen
5291	nicht belegt
5292	gesetzt auf
5293	Enter zum Neu zuweisen
5294	aktiv
5295	inaktiv
5296	Ebenen-Hotkeys auf Standard zurückgesetzt
5297	Ebenen-Hotkeys auf Standard zurücksetzen
5298	Kartenbrowser
5299	klassische Hotkeys auf Standard zurücksetzen
5300	perfekter Kampf
5301	ausgezeichnete Führung
5302	guter Kampf
5303	bestanden
5304	sparsamer Sieg
5305	perfekter Erhalt
5306	Albtraumjäger
5307	Expertenbezwinger
5308	erster Sieg
5309	Verstärkungsvertrag
5310	Erfolge
5311	freigeschaltete Erfolge und Arsenal dieses Mods anzeigen
5312	gesperrt
5313	freigeschaltet
5314	für diesen Mod sind keine Erfolge definiert
5315	Erfolgsliste
5316	Arsenal
5317	Rang, Ehren, Medaillen und Karten dieses Mods anzeigen
5318	Medaillen gesamt
5319	Ladungen
5350	aktueller Rang
5351	nächster Rang
5355	noch nötig
5356	automatisches Sammeln deaktivieren
5357	Schiffswerft
5358	diesen Slot überspringen
5359	Spiel jetzt starten
5360	keine Karten zum Mitnehmen verfügbar
5361	Ausrüstungskarte angewendet
5362	Slot
5363	Ausrüstungsplätze erhöht, jetzt
5364	vor Gefecht oder Zufallskarte gegen Computer mitnehmen
5450	wirkt sofort beim Spielstart
5365	extra zu Beginn
5366	erscheint zu Spielbeginn nahe Ihrem Start
5367	Wiederholung
5368	Erfolgsliste anzeigen
5369	Arsenal anzeigen
5370	benötigt
5371	unter
5372	mindestens
5373	Sieg in diesem Spiel
5374	oder
5375	Erfolge und Freischaltbedingungen dieses Mods anzeigen
5376	auf Karte
5377	Mal
5378	kumulativ
5379	Zweige
5380	Fraktionsübergreifender Fortschritt
5381	jeweils mindestens freischalten
5382	Medaillen mindestens
5383	jeweils mit Ehrentitel
5384	Kartenmeilenstein abgeschlossen
5385	Erfolge
5386	wählen Sie Ihre Fraktion für dieses Spiel
5387	wirkt nach
5388	Effekt der Ausrüstungskarte ausgelöst
5389	erscheint nahe Ihrem Start
5390	gewährt extra
5393	gewährt Technologie
5394	extra nach erstem abgeschlossenen Training von
5395	in diesem Spiel extra nach erstem abgeschlossenen Training von
5392	.
5352	Ehrentitel
5353	Kartenplätze vor der Mission
5354	benötigt Rang
5320	Goldversorgungskarte
5321	Holzversorgungskarte
5322	Infanterieverstärkungs-Karte
5323	Kavallerieverstärkungs-Karte
5324	Bogenschützenverstärkungs-Karte
5325	Magierverstärkungs-Karte
5326	Drachenverstärkungs-Karte
5327	Belagerungsverstärkungs-Karte
5328	Luftverstärkungs-Karte
5329	Infanterie-Kavallerie-Kombi-Karte
5330	Infanterie-Bogenschützen-Kombi-Karte
5331	Bogenschützen-Kavallerie-Kombi-Karte
5332	gemischte Armee-Karte
5333	verzögerte Infanterieverstärkungs-Karte
5334	verzögerte Nahkampfwaffen-Karte
5396	Infanterie-Trainingsbonus-Karte
5340	noch keine Karten oder Medaillen verdient
5399	klassische Hotkeys auf Standard zurückgesetzt
5397	Hotkey-Belegung für Mod 
5400	Rekrut
5401	Obergefreiter
5402	Unteroffizier
5403	Feldwebel
5404	Leutnant
5405	Hauptmann
5406	Major
5407	Oberst
5408	Generalmajor
5409	Generalleutnant
5410	General
5411	Marschall
5420	Meister der Sparsamkeit
5421	perfekter Wächter
5422	Albtraumbezwinger
5423	Expertenbezwinger
5424	erster Blut
5425	Siegmodus
5426	Eroberung, alle feindlichen Spieler vernichten
5427	Wirtschaft, Ressourcenziel erreichen
5428	Erkundung, jede antike Ruine besuchen
5429	Überleben, bis zum Zeitablauf halten
5430	jede antike Ruine mit Ihren Einheiten besuchen
5431	antike Ruine
5432	einnehmbare Kaserne
5433	Ruine entdeckt
5434	Kaserne eingenommen
5435	angesammelte Ressourcen erreichen
5436	halten für
5437	Minuten
5451	alle feindlichen Spieler vernichten
5452	und Ihr Rathaus behalten
5438	eine Goldmünze dem Stadtstaat-Händler liefern
5439	der Händler belohnt Sie mit Vorräten
5440	einen Heiltrank dem Dorfheiler liefern
5441	der Heiler schließt sich Ihrer Sache an
5442	Erfolg muss zuerst freigeschaltet werden
5443	auf einer Zufallskarte
5445	Zufallseroberer
5446	Zufallstycoon
5447	Ruinenjäger
5448	Überlebender
5449	Meister der vier Modi
5453	Laden ungültig
5454	Laden fehlgeschlagen
5455	Entladen ungültig
5456	Entladen fehlgeschlagen
5457	kleine Infanterieverstärkungs-Karte
5458	mittlere Infanterieverstärkungs-Karte
5459	große Infanterieverstärkungs-Karte
5460	kleine Kavallerieverstärkungs-Karte
5461	mittlere Kavallerieverstärkungs-Karte
5462	große Kavallerieverstärkungs-Karte
5463	kleine Bogenschützenverstärkungs-Karte
5464	mittlere Bogenschützenverstärkungs-Karte
5465	große Bogenschützenverstärkungs-Karte
5466	kleine Magierverstärkungs-Karte
5467	mittlere Magierverstärkungs-Karte
5468	große Magierverstärkungs-Karte
5469	kleine Drachenverstärkungs-Karte
5470	mittlere Drachenverstärkungs-Karte
5471	große Drachenverstärkungs-Karte
5472	kleine Belagerungsverstärkungs-Karte
5473	mittlere Belagerungsverstärkungs-Karte
5474	große Belagerungsverstärkungs-Karte
5475	kleine Luftverstärkungs-Karte
5476	mittlere Luftverstärkungs-Karte
5477	große Luftverstärkungs-Karte
5478	kleine Goldversorgungskarte
5479	mittlere Goldversorgungskarte
5480	große Goldversorgungskarte
5481	kleine Holzversorgungskarte
5482	mittlere Holzversorgungskarte
5483	große Holzversorgungskarte
5484	Note F, schlecht
5485	Helden-Raynor-Karte
5486	Missionsbriefing
5487	antike Ruinen liegen verstreut über die Karte
5488	manche Ruinen können in Nachbarfeldern weitere Geheimnisse verbergen
5489	Rivalen warten nicht — finden Sie jede Ruine zuerst
5490	metallene Echos hinter dem Stein, prüfe das Nachbarfeld
5491	die versteckte Kammer birgt zusätzliche Beute
5492	noch unentdeckte Ruinen
5493	nur noch eine Ruine zu entdecken
7736	Raynor, Herr der Koalition
5398	kein Mod
5500	lokal alles auswählen
5501	Einheit durchschalten
5502	Arbeiter
5503	Soldat
5504	Gebäude
5505	alle Soldaten, lokal alles auswählen
5506	lokale Einheit
5507	allgemeines Gebäude
5510	Status Ressource 1
5511	Status Ressource 2
5512	Status Ressource 3
5513	Bevölkerungsstatus
5514	abbrechen oder Kartenbrowser öffnen
5515	Einheiten- und Gebäudeoberfläche umschalten
5516	Befehls- und Fertigkeitenoberfläche umschalten
5517	Rucksack und Ausrüstung umschalten
5518	Hilfe und Abfrage öffnen
5519	Diplomatieoberfläche öffnen
5520	Attributbildschirm
5521	Rucksack
5522	Ausrüstungsbildschirm
5523	nächstes Ziel wählen
5524	vorheriges Ziel wählen
5525	nächstes nützliches Ziel wählen
5526	vorheriges nützliches Ziel wählen
5527	ein Feld nach Norden
5528	ein Feld nach Süden
5529	ein Feld nach Westen
5530	ein Feld nach Osten
5531	nächstes erkundetes Feld
5532	vorheriges erkundetes Feld
5533	nächstes Konfliktfeld
5534	vorheriges Konfliktfeld
5535	nächstes unbekanntes Feld
5536	vorheriges unbekanntes Feld
5537	nächstes Ressourcenfeld
5538	vorheriges Ressourcenfeld
5539	Standardbefehl
5540	Befehl bestätigen
5541	untersuchen
5542	Einheitenansicht folgen
5543	Trefferpunkte der Einheit
5544	nächste Zielbeschreibung
5545	vorherige Zielbeschreibung
5546	Spielerliste ansagen
5547	Verlauf vorheriger
5548	Verlauf nächster
5549	Spielmenü
5550	lauter
5551	leiser
5552	Ich-Perspektive
5553	Konsole
5554	Musik umschalten
5555	Vollbild
5556	sprechende Uhr umschalten
5557	Spieler wechseln
5558	Einheit befehligen
5559	Buchstabenkürzel für Befehl
5560	Seitenfilter umschalten
5561	Typfilter umschalten
5562	Gebäude befehligen
5563	nächsten Befehl durchsuchen
5564	letzten Befehl wiederholen
5565	letzten Befehl sofort wiederholen
5566	Befehl
5567	nächste Fertigkeit durchsuchen
5568	Fertigkeit
5569	Fertigkeitenliste
5570	Automatischer Angriff
5571	Hilfe nächster Eintrag
5572	Hilfe vorheriger Eintrag
5573	Zeit ansagen
5574	Chateingabe öffnen
5575	Metronom umschalten
5576	Hilfeoberfläche verlassen
5577	nächste Lagerstätte Ressource 1
5578	vorherige Lagerstätte Ressource 1
5579	nächste Lagerstätte Ressource 2
5580	vorherige Lagerstätte Ressource 2
5581	nächste Lagerstätte Ressource 3
5582	vorherige Lagerstätte Ressource 3
5583	nächste Wiese
5584	vorherige Wiese
5585	nächster Durchgang
5586	vorheriger Durchgang
5587	Zoom umschalten
5588	Kartenbrowser verlassen
5589	Bündniskandidaten wählen
5590	Bündnisanfrage senden
5591	Bündnis annehmen
5592	Bündnis ablehnen oder abbrechen
5593	Diplomatieoberfläche verlassen
5594	Befehl abbrechen
5595	Zoompräzision
5596	Einheiten auswählen
5597	alle
5598	eine Hälfte
5599	ein Drittel
5600	ein Viertel
5601	ein Fünftel
5602	Gruppierung aufheben
5603	Kontrollgruppe 1
5604	Kontrollgruppe 2
5605	Kontrollgruppe 3
5606	Kontrollgruppe 4
5610	Control
5611	Shift
5612	Alt
5613	hoch
5614	runter
5615	links
5616	rechts
5617	PageUp
5618	PageDown
5619	Home
5620	End
5621	Tab
5622	Leertaste
5623	Enter
5624	Enter auf Ziffernblock
5625	Escape
5626	Backspace
5627	Plus auf Ziffernblock
5628	Minus auf Ziffernblock
5629	Gleichheitszeichen
5630	Minus
5631	Backslash
5632	Semikolon
5633	Gravis
5634	Anführungszeichen
5635	linke Control
5636	rechte Control
5637	linke Alt
5638	rechte Alt
5639	linke Shift
5640	rechte Shift
5641	Anzeige umschalten
5642	Gruppe speichern
5643	Einheiten zur Gruppe hinzufügen
5644	Cheat-Modus umschalten
5645	Zoompräzision verringern
5646	Zoompräzision erhöhen
5647	Zoompräzision abfragen
5648	Parameter neu laden
5649	Verlaufswiedergabe stoppen
5650	Musik lauter
5651	Musik leiser
5652	mit Warteschlange bestätigen
5653	zwingend bestätigen
5654	in Warteschlange
5655	kartenweite Reichweite
5656	global alles auswählen
5657	vorherigen Befehl durchsuchen
5658	nur inaktive Befehle
5659	Seitenfilter rückwärts umschalten
5660	Typfilter rückwärts umschalten
5661	jetzt wiederholen und in Warteschlange
5662	alle Soldaten
5663	vorheriger Bündniskandidat
5664	fünf Felder
5665	Kollision ignorieren
5666	Einheit rückwärts durchschalten
5667	nur untätige Einheiten
5668	Gebäude ohne Menü einschließen
5669	kartenweit
5670	Arbeiter und alle Soldaten
5671	Hotkeys suchen
5672	Suchtext eingeben, Escape zum Abbrechen
5673	keine passenden Hotkeys
5674	erweiterte Varianten
5675	Hotkey-Konfiguration exportieren
5676	Hotkey-Konfiguration importieren
5677	in Zwischenablage kopiert
5678	Import erfolgreich, gilt ab dem nächsten Spiel
5679	Import fehlgeschlagen, ungültiges Format
5680	Import zusammenführen
5681	Import ersetzen
5682	ersten Buchstaben tippen zum schnellen Springen
5683	Aliastasten
5684	Standardtaste
5685	Ich-Perspektiv-Oberfläche
5686	Stufe zu niedrig, um diese Fertigkeit zu lernen
5687	diese Fertigkeit bereits bekannt
5688	erlernt
5689	Gebäudeabriss-Rückerstattung erhalten
5690	ablegen
5691	geben
5692	automatische Erkundung aktivieren
5693	automatische Erkundung deaktivieren
5694	Baugrund
5695	Stadt
5696	Ebene
5697	Bach
5698	Hochland
5699	Hügel
4371	besetzt
4511	verlangsamen
4638	manuelle Produktion
4654	Goldminengebäude
4662	Ebene
4663	offenes Gelände
5710	Lautstärke
5711	Tonhöhe
5712	Sprechtempo
5713	Stimme
