;	coding: utf-8
5320	karta zapasu złota
5321	karta zapasu drewna
5322	karta posiłków piechoty
5323	karta posiłków kawalerii
5324	karta posiłków łuczników
5325	karta posiłków magów
5326	karta posiłków smoków
5327	karta posiłków oblężniczych
5328	karta posiłków powietrznych
5329	karta kombi piechota-kawaleria
5330	karta kombi piechota-łucznicy
5331	karta kombi łucznicy-kawaleria
5332	karta mieszanej armii
5333	karta opóźnionych posiłków piechoty
5334	karta opóźnionej broni wręcz
5396	karta bonusu szkolenia piechoty
5340	nie zdobyto jeszcze kart ani medali
5399	przywrócono domyślne klasyczne skróty
5397	mapowanie skrótów moda 
5400	rekrut
5401	starszy szeregowy
5402	kapral
5403	sierżant
5404	porucznik
5405	kapitan
5406	major
5407	pułkownik
5408	generał major
5409	generał porucznik
5410	generał
5411	marszałek
5420	mistrz oszczędności
5421	doskonały strażnik
5422	pogromca koszmarów
5423	pogromca ekspertów
5424	pierwsza krew
5425	tryb zwycięstwa
5426	podbój, wyeliminuj wszystkich wrogich graczy
5427	gospodarka, osiągnij cel zasobów
5428	eksploracja, odwiedź każdą starożytną ruinę
5429	przetrwanie, utrzymaj się do końca czasu
5430	odwiedź każdą starożytną ruinę swoimi jednostkami
5431	starożytna ruina
5432	zajmowalne koszary
5433	odkryto ruinę
5434	zajęto koszary
5435	zgromadzone zasoby osiągają
5436	utrzymaj przez
5437	minut
5451	wyeliminuj wszystkich wrogich graczy
5452	zachowując ratusz
5438	dostarcz złotą monetę kupcowi miasta-państwa
5439	kupiec nagradza cię zapasami
5440	dostarcz miksturę leczenia wiejskiemu uzdrowicielowi
5441	uzdrowiciel dołącza do twojej sprawy
5442	najpierw odblokuj osiągnięcie
5443	na losowej mapie
5445	losowy zdobywca
5446	losowy magnat
5447	łowca ruin
5448	ocalały
5449	mistrz czterech trybów
5453	załadunek nieprawidłowy
5454	załadunek nieudany
5455	wyładunek nieprawidłowy
5456	wyładunek nieudany
5457	mała karta posiłków piechoty
5458	średnia karta posiłków piechoty
5459	duża karta posiłków piechoty
5460	mała karta posiłków kawalerii
5461	średnia karta posiłków kawalerii
5462	duża karta posiłków kawalerii
5463	mała karta posiłków łuczników
5464	średnia karta posiłków łuczników
5465	duża karta posiłków łuczników
5466	mała karta posiłków magów
5467	średnia karta posiłków magów
5468	duża karta posiłków magów
5469	mała karta posiłków smoków
5470	średnia karta posiłków smoków
5471	duża karta posiłków smoków
5472	mała karta posiłków oblężniczych
5473	średnia karta posiłków oblężniczych
5474	duża karta posiłków oblężniczych
5475	mała karta posiłków powietrznych
5476	średnia karta posiłków powietrznych
5477	duża karta posiłków powietrznych
5478	mała karta zapasu złota
5479	średnia karta zapasu złota
5480	duża karta zapasu złota
5481	mała karta zapasu drewna
5482	średnia karta zapasu drewna
5483	duża karta zapasu drewna
5484	ocena F, słaba
5485	karta bohatera Raynora
5486	briefing misji
5487	starożytne ruiny są rozrzucone po mapie
5488	niektóre ruiny mogą skrywać tajemnice na sąsiednich polach
5489	rywale nie będą czekać — znajdź wszystkie ruiny pierwszy
5490	metaliczne echa za kamieniem, przeszukaj sąsiednie pole
5491	ukryta komnata kryje dodatkowe łupy
5492	jeszcze nieodkryte ruiny
5493	została tylko jedna ruina do odkrycia
7736	Raynor, władca koalicji
5398	brak moda
5500	zaznacz wszystko lokalnie
5501	przełącz jednostkę
5502	robotnik
5503	żołnierz
5504	budynek
5505	wszyscy żołnierze, zaznacz wszystko lokalnie
5506	jednostka lokalna
5507	budynek ogólny
5510	status zasobu 1
5511	status zasobu 2
5512	status zasobu 3
5513	status populacji
5514	anuluj lub wejdź do przeglądarki map
5515	przełącz interfejs jednostek i budynków
5516	przełącz interfejs rozkazów i umiejętności
5517	przełącz plecak i ekwipunek
5518	wejdź do pomocy i zapytań
5519	wejdź do interfejsu dyplomacji
5520	ekran atrybutów
5521	plecak
5522	ekran ekwipunku
5523	wybierz następny cel
5524	wybierz poprzedni cel
5525	wybierz następny użyteczny cel
5526	wybierz poprzedni użyteczny cel
5527	przesuń o pole na północ
5528	przesuń o pole na południe
5529	przesuń o pole na zachód
5530	przesuń o pole na wschód
5531	następne zbadane pole
5532	poprzednie zbadane pole
5533	następne pole konfliktu
5534	poprzednie pole konfliktu
5535	następne nieznane pole
5536	poprzednie nieznane pole
5537	następne pole zasobów
5538	poprzednie pole zasobów
5539	domyślny rozkaz
5540	potwierdź rozkaz
5541	zbadaj
5542	śledź widok jednostki
5543	punkty życia jednostki
5544	opis następnego celu
5545	opis poprzedniego celu
5546	ogłoś listę graczy
5547	historia wstecz
5548	historia dalej
5549	menu gry
5550	głośniej
5551	ciszej
5552	tryb pierwszoosobowy
5553	konsola
5554	przełącz muzykę
5555	pełny ekran
5556	przełącz zegar mówiący
5557	zmień gracza
5558	wydaj rozkaz jednostce
5559	literowy skrót rozkazu
5560	przełącz filtr strony
5561	przełącz filtr typu
5562	wydaj rozkaz budynkowi
5563	przeglądaj następny rozkaz
5564	powtórz ostatni rozkaz
5565	powtórz ostatni rozkaz natychmiast
5566	rozkaz
5567	przeglądaj następną umiejętność
5568	umiejętność
5569	lista umiejętności
5570	automatyczny atak
5571	pomoc następny element
5572	pomoc poprzedni element
5573	ogłoś czas
5574	otwórz pole czatu
5575	przełącz metronom
5576	wyjdź z interfejsu pomocy
5577	następne złoże zasobu 1
5578	poprzednie złoże zasobu 1
5579	następne złoże zasobu 2
5580	poprzednie złoże zasobu 2
5581	następne złoże zasobu 3
5582	poprzednie złoże zasobu 3
5583	następna łąka
5584	poprzednia łąka
5585	następne przejście
5586	poprzednie przejście
5587	przełącz powiększenie
5588	wyjdź z przeglądarki map
5589	wybierz kandydata sojuszu
5590	wyślij prośbę o sojusz
5591	zaakceptuj sojusz
5592	odrzuć lub anuluj sojusz
5593	wyjdź z interfejsu dyplomacji
5594	anuluj rozkaz
5595	precyzja powiększenia
5596	zaznacz jednostki
5597	wszystkie
5598	połowa
5599	jedna trzecia
5600	jedna czwarta
5601	jedna piąta
5602	rozgrupuj
5603	grupa kontrolna 1
5604	grupa kontrolna 2
5605	grupa kontrolna 3
5606	grupa kontrolna 4
5610	Control
5611	Shift
5612	Alt
5613	góra
5614	dół
5615	lewo
5616	prawo
5617	PageUp
5618	PageDown
5619	Home
5620	End
5621	Tab
5622	spacja
5623	Enter
5624	Enter na klawiaturze numerycznej
5625	Escape
5626	Backspace
5627	plus na klawiaturze numerycznej
5628	minus na klawiaturze numerycznej
5629	znak równości
5630	minus
5631	ukośnik wsteczny
5632	średnik
5633	akcent gravis
5634	cudzysłów
5635	lewy Control
5636	prawy Control
5637	lewy Alt
5638	prawy Alt
5639	lewy Shift
5640	prawy Shift
5641	przełącz wyświetlanie
5642	zapisz grupę
5643	dodaj jednostki do grupy
5644	przełącz tryb cheatów
5645	zmniejsz precyzję powiększenia
5646	zwiększ precyzję powiększenia
5647	zapytaj o precyzję powiększenia
5648	przeładuj parametry
5649	zatrzymaj odtwarzanie historii
5650	głośniej muzyka
5651	ciszej muzyka
5652	potwierdź z kolejką
5653	potwierdź natychmiast
5654	do kolejki
5655	zasięg całej mapy
5656	zaznacz wszystko globalnie
5657	przeglądaj poprzedni rozkaz
5658	tylko nieaktywne rozkazy
5659	przełącz filtr strony wstecz
5660	przełącz filtr typu wstecz
5661	powtórz teraz i do kolejki
5662	wszyscy żołnierze
5663	poprzedni kandydat sojuszu
5664	pięć pól
5665	ignoruj kolizję
5666	przełącz jednostkę wstecz
5667	tylko bezczynne jednostki
5668	uwzględnij budynki bez menu
5669	cała mapa
5670	robotnik i wszyscy żołnierze
5671	szukaj skrótów
5672	wpisz tekst wyszukiwania, Esc — anuluj
5673	brak pasujących skrótów
5674	zaawansowane warianty
5675	eksportuj konfigurację skrótów
5676	importuj konfigurację skrótów
5677	skopiowano do schowka
5678	import udany, obowiązuje od następnej gry
5679	import nieudany, nieprawidłowy format
5680	import scalający
5681	import zastępujący
5682	wpisz pierwszą literę, aby szybko skoczyć
5683	klawisze aliasów
5684	domyślny klawisz
5685	interfejs pierwszej osoby
5686	poziom za niski, by nauczyć się tej umiejętności
5687	już znasz tę umiejętność
5688	nauczono
5689	otrzymano zwrot za wyburzenie budynku
5690	upuść
5691	daj
5692	włącz automatyczne odkrywanie
5693	wyłącz automatyczne odkrywanie
5694	plac budowy
5695	miasto
5696	równina
5697	strumień
5698	wyżyna
5699	wzgórze
4371	zajęte
4511	spowolnić
4638	produkcja ręczna
4654	budynek kopalni złota
4662	równina
4663	otwarty teren
5710	głośność
5711	wysokość tonu
5712	tempo mowy
5713	głos
