;	coding: utf-8
5398	sem mod
5500	selecionar tudo localmente
5501	alternar unidades
5502	trabalhador
5503	soldado
5504	edifício
5505	todos os soldados, selecionar tudo localmente
5506	unidade local
5507	edifício genérico
5510	estado recurso 1
5511	estado recurso 2
5512	estado recurso 3
5513	estado da população
5514	cancelar ou entrar na navegação do mapa
5515	alternar interface de unidades e edifícios
5516	alternar interface de comandos e habilidades
5517	alternar mochila e equipamento
5518	entrar em ajuda e consulta
5519	entrar na interface de diplomacia
5520	tela de atributos
5521	mochila
5522	tela de equipamento
5523	selecionar próximo alvo
5524	selecionar alvo anterior
5525	selecionar próximo alvo útil
5526	selecionar alvo útil anterior
5527	mover uma casa ao norte
5528	mover uma casa ao sul
5529	mover uma casa ao oeste
5530	mover uma casa ao leste
5531	próxima casa explorada
5532	casa explorada anterior
5533	próxima casa de conflito
5534	casa de conflito anterior
5535	próxima casa desconhecida
5536	casa desconhecida anterior
5537	próxima casa de recurso
5538	casa de recurso anterior
5539	comando padrão
5540	confirmar comando
5541	examinar
5542	seguir visão da unidade
5543	pontos de vida da unidade
5544	próxima descrição de objetivo
5545	descrição de objetivo anterior
5546	anunciar lista de jogadores
5547	histórico anterior
5548	histórico seguinte
5549	menu do jogo
5550	aumentar volume
5551	diminuir volume
5552	modo em primeira pessoa
5553	console
5554	alternar música
5555	tela cheia
5556	alternar relógio falante
5557	trocar jogador
5558	comandar uma unidade
5559	atalho de letra de ordem
5560	alternar filtro de lado
5561	alternar filtro de tipo
5562	comandar um edifício
5563	navegar próximo comando
5564	repetir último comando
5565	repetir imediatamente o último comando
5566	ordem
5567	navegar próxima habilidade
5568	habilidade
5569	lista de habilidades
5570	ataque automático
5571	ajuda item seguinte
5572	ajuda item anterior
5573	anunciar a hora
5574	abrir entrada de chat
5575	alternar metrônomo
5576	sair da interface de ajuda
5577	próximo depósito recurso 1
5578	depósito recurso 1 anterior
5579	próximo depósito recurso 2
5580	depósito recurso 2 anterior
5581	próximo depósito recurso 3
5582	depósito recurso 3 anterior
5583	próximo prado
5584	prado anterior
5585	próximo caminho
5586	caminho anterior
5587	alternar zoom
5588	sair da navegação do mapa
5589	selecionar candidato de aliança
5590	enviar pedido de aliança
5591	aceitar aliança
5592	recusar ou cancelar aliança
5593	sair da interface de diplomacia
5594	cancelar comando
5595	precisão do zoom
5596	selecionar unidades
5597	todos
5598	uma metade
5599	um terço
5600	um quarto
5601	um quinto
5602	desagrupar
5603	grupo de controle 1
5604	grupo de controle 2
5605	grupo de controle 3
5606	grupo de controle 4
5610	Control
5611	Shift
5612	Alt
5613	cima
5614	baixo
5615	esquerda
5616	direita
5617	PageUp
5618	PageDown
5619	Home
5620	End
5621	Tab
5622	espaço
5623	Enter
5624	Enter do teclado numérico
5625	Esc
5626	Backspace
5627	mais do teclado numérico
5628	menos do teclado numérico
5629	igual
5630	menos
5631	barra invertida
5632	ponto e vírgula
5633	acento grave
5634	aspas
5635	Control esquerdo
5636	Control direito
5637	Alt esquerdo
5638	Alt direito
5639	Shift esquerdo
5640	Shift direito
5641	alternar exibição
5642	salvar grupo
5643	adicionar unidades ao grupo
5644	alternar modo trapaca
5645	diminuir precisão do zoom
5646	aumentar precisão do zoom
5647	consultar precisão do zoom
5648	recarregar parâmetros
5649	parar reprodução do histórico
5650	aumentar volume da música
5651	diminuir volume da música
5652	confirmar com fila
5653	confirmar imperativo
5654	enfileirar
5655	alcance em todo o mapa
5656	selecionar tudo globalmente
5657	navegar comando anterior
5658	somente comandos inativos
5659	alternar filtro de lado para trás
5660	alternar filtro de tipo para trás
5661	repetir agora com fila
5662	todos os soldados
5663	candidato de aliança anterior
5664	cinco casas
5665	ignorar colisão
5666	alternar unidades para trás
5667	somente unidades ociosas
5668	incluir edifícios sem menu
5669	em todo o mapa
5670	trabalhador e todos os soldados
5671	pesquisar atalhos
5672	digite o texto de pesquisa, Esc para cancelar
5673	nenhum atalho correspondente
5674	variantes avançadas
5675	exportar configuração de atalhos
5676	importar configuração de atalhos
5677	copiado para a área de transferência
5678	importação bem-sucedida, vale na próxima partida
5679	falha na importação, formato inválido
5680	importação por mesclagem
5681	importação por substituição
5682	digite a primeira letra para pular rápido
5683	teclas de alias
5684	tecla padrão
5685	interface em primeira pessoa
5686	nível baixo demais para aprender esta habilidade
5687	já conhece esta habilidade
5688	aprendido
5689	reembolso de demolição de edifício recebido
5690	descartar
5691	dar
5692	ativar exploração automática
5693	desativar exploração automática
5694	terreno edificável
5695	cidade
5696	planície
5697	riacho
5698	terreno elevado
5699	colina
4371	ocupado
4511	desacelerar
4638	produção manual
4654	prédio de mina de ouro
4662	planície
4663	terreno aberto
5710	volume
5711	tom
5712	velocidade
5713	voz
