;	coding: utf-8
5481	carta rifornimento legno piccola
5482	carta rifornimento legno media
5483	carta rifornimento legno grande
5484	voto F, insufficiente
5485	carta eroe Raynor
5486	briefing della missione
5487	rovine antiche sono sparse sulla mappa
5488	alcune rovine possono nascondere segreti nelle caselle vicine
5489	i rivali non aspetteranno: trova tutte le rovine per primo
5490	echi metallici dietro la pietra, cerca nella casella vicina
5491	la camera nascosta offre bottino extra
5492	rovine ancora da scoprire
5493	resta solo una rovina da scoprire
7736	Raynor, signore della Coalizione
5398	nessun mod
5500	seleziona tutto in locale
5501	scorri unità
5502	lavoratore
5503	soldato
5504	edificio
5505	tutti i soldati, seleziona tutto in locale
5506	unità locale
5507	edificio generico
5510	stato risorsa 1
5511	stato risorsa 2
5512	stato risorsa 3
5513	stato popolazione
5514	annulla o entra in esplorazione mappa
5515	passa interfaccia unità e edifici
5516	passa interfaccia comandi e abilità
5517	passa zaino e equipaggiamento
5518	entra in aiuto e consultazione
5519	entra nell'interfaccia diplomazia
5520	schermata attributi
5521	zaino
5522	schermata equipaggiamento
5523	seleziona bersaglio successivo
5524	seleziona bersaglio precedente
5525	seleziona bersaglio utile successivo
5526	seleziona bersaglio utile precedente
5527	muovi di una casella a nord
5528	muovi di una casella a sud
5529	muovi di una casella a ovest
5530	muovi di una casella a est
5531	prossima casella esplorata
5532	precedente casella esplorata
5533	prossima casella di conflitto
5534	precedente casella di conflitto
5535	prossima casella sconosciuta
5536	precedente casella sconosciuta
5537	prossima casella di risorsa
5538	precedente casella di risorsa
5539	comando predefinito
5540	conferma comando
5541	esamina
5542	segui vista unità
5543	punti vita dell'unità
5544	prossima descrizione obiettivo
5545	precedente descrizione obiettivo
5546	annuncia elenco giocatori
5547	cronologia precedente
5548	cronologia successiva
5549	menu di gioco
5550	alza volume
5551	abbassa volume
5552	modalità in prima persona
5553	console
5554	attiva/disattiva musica
5555	schermo intero
5556	attiva/disattiva orologio parlante
5557	cambia giocatore
5558	comanda un'unità
5559	scorciatoia lettera ordine
5560	passa filtro fazione
5561	passa filtro tipo
5562	comanda un edificio
5563	scorri comando successivo
5564	ripeti ultimo comando
5565	ripeti subito l'ultimo comando
5566	ordine
5567	scorri abilità successiva
5568	abilità
5569	elenco abilità
5570	attacco automatico
5571	aiuto elemento successivo
5572	aiuto elemento precedente
5573	annuncia l'ora
5574	apri input chat
5575	attiva/disattiva metronomo
5576	esci dall'interfaccia aiuto
5577	prossimo deposito risorsa 1
5578	precedente deposito risorsa 1
5579	prossimo deposito risorsa 2
5580	precedente deposito risorsa 2
5581	prossimo deposito risorsa 3
5582	precedente deposito risorsa 3
5583	prossimo prato
5584	precedente prato
5585	prossimo passaggio
5586	precedente passaggio
5587	attiva/disattiva zoom
5588	esci da esplorazione mappa
5589	seleziona candidato alleanza
5590	invia richiesta di alleanza
5591	accetta alleanza
5592	rifiuta o annulla alleanza
5593	esci dall'interfaccia diplomazia
5594	annulla comando
5595	precisione dello zoom
5596	seleziona unità
5597	tutti
5598	una metà
5599	un terzo
5600	un quarto
5601	un quinto
5602	sciogli gruppo
5603	gruppo di controllo 1
5604	gruppo di controllo 2
5605	gruppo di controllo 3
5606	gruppo di controllo 4
5610	Control
5611	Shift
5612	Alt
5613	su
5614	giù
5615	sinistra
5616	destra
5617	PageUp
5618	PageDown
5619	Home
5620	End
5621	Tab
5622	spazio
5623	Invio
5624	Invio del tastierino
5625	Esc
5626	Backspace
5627	più del tastierino
5628	meno del tastierino
5629	uguale
5630	meno
5631	barra rovesciata
5632	punto e virgola
5633	accento grave
5634	virgolette
5635	Control sinistro
5636	Control destro
5637	Alt sinistro
5638	Alt destro
5639	Shift sinistro
5640	Shift destro
5641	attiva/disattiva visualizzazione
5642	salva gruppo
5643	aggiungi unità al gruppo
5644	attiva/disattiva modalità cheat
5645	riduci precisione dello zoom
5646	aumenta precisione dello zoom
5647	interroga precisione dello zoom
5648	ricarica parametri
5649	ferma riproduzione cronologia
5650	alza volume musica
5651	abbassa volume musica
5652	conferma con coda
5653	conferma imperativa
5654	metti in coda
5655	raggio su tutta la mappa
5656	seleziona tutto globalmente
5657	scorri comando precedente
5658	solo comandi inattivi
5659	passa filtro fazione all'indietro
5660	passa filtro tipo all'indietro
5661	ripeti ora con coda
5662	tutti i soldati
5663	candidato alleanza precedente
5664	cinque caselle
5665	ignora collisione
5666	scorri unità all'indietro
5667	solo unità inattive
5668	includi edifici senza menu
5669	su tutta la mappa
5670	lavoratore e tutti i soldati
5671	cerca tasti rapidi
5672	inserisci il testo di ricerca, Esc per annullare
5673	nessun tasto rapido corrispondente
5674	varianti avanzate
5675	esporta configurazione tasti
5676	importa configurazione tasti
5677	copiato negli appunti
5678	importazione riuscita, effettiva alla prossima partita
5679	importazione fallita, formato non valido
5680	importazione con unione
5681	importazione con sostituzione
5682	digita la prima lettera per saltare rapidamente
5683	tasti alias
5684	tasto predefinito
5685	interfaccia in prima persona
5686	livello troppo basso per imparare questa abilità
5687	conosci già questa abilità
5688	appreso
5689	rimborso demolizione edificio ricevuto
5690	lascia
5691	dai
5692	attiva esplorazione automatica
5693	disattiva esplorazione automatica
5694	area edificabile
5695	città
5696	pianura
5697	ruscello
5698	altura
5699	collina
4371	occupato
4511	rallentare
4638	produzione manuale
4654	edificio miniera d'oro
4662	pianura
4663	spazio aperto
5710	volume
5711	tono
5712	velocità
5713	voce
