;	coding: utf-8
5483	carte de ravitaillement de bois grande
5484	note F, insuffisant
5485	carte héros Raynor
5486	briefing de mission
5487	des ruines antiques sont dispersées sur la carte
5488	certaines ruines peuvent cacher des secrets dans les cases voisines
5489	les rivaux n'attendront pas : trouvez toutes les ruines en premier
5490	des échos métalliques derrière la pierre, fouillez la case voisine
5491	la chambre cachée offre un butin supplémentaire
5492	ruines encore non découvertes
5493	il ne reste qu'une ruine à découvrir
7736	Raynor, seigneur de la Coalition
5398	aucun mod
5500	tout sélectionner localement
5501	parcourir les unités
5502	ouvrier
5503	soldat
5504	bâtiment
5505	tous les soldats, tout sélectionner localement
5506	unité locale
5507	bâtiment générique
5510	état ressource 1
5511	état ressource 2
5512	état ressource 3
5513	état de la population
5514	annuler ou entrer dans le parcours de carte
5515	basculer interface unités et bâtiments
5516	basculer interface commandes et compétences
5517	basculer sac à dos et équipement
5518	entrer dans l'aide et la consultation
5519	entrer dans l'interface de diplomatie
5520	écran des attributs
5521	sac à dos
5522	écran d'équipement
5523	sélectionner la cible suivante
5524	sélectionner la cible précédente
5525	sélectionner la cible utile suivante
5526	sélectionner la cible utile précédente
5527	avancer d'une case vers le nord
5528	avancer d'une case vers le sud
5529	avancer d'une case vers l'ouest
5530	avancer d'une case vers l'est
5531	case explorée suivante
5532	case explorée précédente
5533	case de conflit suivante
5534	case de conflit précédente
5535	case inconnue suivante
5536	case inconnue précédente
5537	case de ressource suivante
5538	case de ressource précédente
5539	commande par défaut
5540	confirmer la commande
5541	examiner
5542	suivre la vue de l'unité
5543	points de vie de l'unité
5544	description d'objectif suivante
5545	description d'objectif précédente
5546	annoncer la liste des joueurs
5547	historique précédent
5548	historique suivant
5549	menu du jeu
5550	augmenter le volume
5551	baisser le volume
5552	mode à la première personne
5553	console
5554	basculer la musique
5555	plein écran
5556	basculer l'horloge parlante
5557	changer de joueur
5558	commander une unité
5559	raccourci lettre d'ordre
5560	basculer le filtre de camp
5561	basculer le filtre de type
5562	commander un bâtiment
5563	parcourir la commande suivante
5564	répéter la dernière commande
5565	répéter immédiatement la dernière commande
5566	ordre
5567	parcourir la compétence suivante
5568	compétence
5569	liste des compétences
5570	attaque automatique
5571	aide élément suivant
5572	aide élément précédent
5573	annoncer l'heure
5574	ouvrir la saisie de chat
5575	basculer le métronome
5576	quitter l'interface d'aide
5577	gisement ressource 1 suivant
5578	gisement ressource 1 précédent
5579	gisement ressource 2 suivant
5580	gisement ressource 2 précédent
5581	gisement ressource 3 suivant
5582	gisement ressource 3 précédent
5583	prairie suivante
5584	prairie précédente
5585	passage suivant
5586	passage précédent
5587	basculer le zoom
5588	quitter le parcours de carte
5589	sélectionner un candidat d'alliance
5590	envoyer une demande d'alliance
5591	accepter l'alliance
5592	refuser ou annuler l'alliance
5593	quitter l'interface de diplomatie
5594	annuler la commande
5595	précision du zoom
5596	sélectionner des unités
5597	tous
5598	une moitié
5599	un tiers
5600	un quart
5601	un cinquième
5602	dissocier le groupe
5603	groupe de contrôle 1
5604	groupe de contrôle 2
5605	groupe de contrôle 3
5606	groupe de contrôle 4
5610	Control
5611	Shift
5612	Alt
5613	haut
5614	bas
5615	gauche
5616	droite
5617	PageUp
5618	PageDown
5619	Home
5620	End
5621	Tab
5622	espace
5623	Entrée
5624	Entrée du pavé numérique
5625	Échap
5626	Retour arrière
5627	plus du pavé numérique
5628	moins du pavé numérique
5629	égal
5630	moins
5631	barre oblique inverse
5632	point-virgule
5633	accent grave
5634	guillemet
5635	Control gauche
5636	Control droit
5637	Alt gauche
5638	Alt droit
5639	Shift gauche
5640	Shift droit
5641	basculer l'affichage
5642	enregistrer le groupe
5643	ajouter des unités au groupe
5644	basculer le mode triche
5645	diminuer la précision du zoom
5646	augmenter la précision du zoom
5647	interroger la précision du zoom
5648	recharger les paramètres
5649	arrêter la lecture de l'historique
5650	augmenter le volume de la musique
5651	baisser le volume de la musique
5652	confirmer avec file d'attente
5653	confirmer en impératif
5654	mettre en file
5655	portée sur toute la carte
5656	tout sélectionner globalement
5657	parcourir la commande précédente
5658	commandes inactives seulement
5659	basculer le filtre de camp en arrière
5660	basculer le filtre de type en arrière
5661	répéter maintenant avec file d'attente
5662	tous les soldats
5663	candidat d'alliance précédent
5664	cinq cases
5665	ignorer les collisions
5666	parcourir les unités en arrière
5667	unités inactives seulement
5668	inclure les bâtiments sans menu
5669	sur toute la carte
5670	ouvrier et tous les soldats
5671	rechercher des raccourcis
5672	entrez le texte de recherche, Échap pour annuler
5673	aucun raccourci correspondant
5674	variantes avancées
5675	exporter la configuration des raccourcis
5676	importer la configuration des raccourcis
5677	copié dans le presse-papiers
5678	import réussi, effectif à la prochaine partie
5679	échec de l'import, format invalide
5680	import par fusion
5681	import par remplacement
5682	tapez la première lettre pour aller rapidement
5683	touches d'alias
5684	touche par défaut
5685	interface à la première personne
5686	niveau trop bas pour apprendre cette compétence
5687	compétence déjà connue
5688	appris
5689	remboursement de démolition de bâtiment reçu
5690	jeter
5691	donner
5692	activer l'exploration automatique
5693	désactiver l'exploration automatique
5694	terrain constructible
5695	ville
5696	plaine
5697	ruisseau
5698	terrain élevé
5699	colline
4371	occupé
4511	ralentir
4638	production manuelle
4654	bâtiment de mine d'or
4662	plaine
4663	terrain découvert
5710	volume
5711	tonalité
5712	débit
5713	voix
