;	coding: utf-8
5396	karta bonusu výcviku pechoty
5340	zatiaľ žiadne karty ani medaily
5399	klasické skratky obnovené na predvolené
5397	mapovanie skratiek modu 
5400	rekrut
5401	slobodník
5402	desiatnik
5403	seržant
5404	poručík
5405	kapitán
5406	major
5407	plukovník
5408	generálmajor
5409	generálporučík
5410	generál
5411	maršál
5420	majster úspornosti
5421	dokonalý strážca
5422	zabijak nočných mor
5423	zabijak expertov
5424	prvá krv
5425	režim víťazstva
5426	dobytie, zničte všetkých nepriateľských hráčov
5427	ekonomika, dosiahnite cieľ zdrojov
5428	prieskum, navštívte každú starovekú ruinu
5429	prežitie, vydržte do konca času
5430	navštívte každú starovekú ruinu svojimi jednotkami
5431	staroveká ruina
5432	dobyateľné kasárne
5433	ruina objavená
5434	kasárne dobyté
5435	nahromadené zdroje dosiahnu
5436	vydržať
5437	minút
5451	zničte všetkých nepriateľských hráčov
5452	a pritom si udržať radnicu
5438	doručte zlatú mincu obchodníkovi mestského štátu
5439	obchodník vás odmení zásobami
5440	doručte liečivý elixír dedinskému liečiteľovi
5441	liečiteľ sa pridá k vašej veci
5442	najprv odomknite úspech
5443	na náhodnej mape
5445	náhodný dobyvatel
5446	náhodný magnát
5447	lovec ruín
5448	preživší
5449	majster štyroch režimov
5453	naloženie neplatné
5454	naloženie zlyhalo
5455	vyloženie neplatné
5456	vyloženie zlyhalo
5457	malá karta posíl pechoty
5458	stredná karta posíl pechoty
5459	veľká karta posíl pechoty
5460	malá karta posíl kavalérie
5461	stredná karta posíl kavalérie
5462	veľká karta posíl kavalérie
5463	malá karta posíl lukostrelcov
5464	stredná karta posíl lukostrelcov
5465	veľká karta posíl lukostrelcov
5466	malá karta posíl mágov
5467	stredná karta posíl mágov
5468	veľká karta posíl mágov
5469	malá karta posíl drakov
5470	stredná karta posíl drakov
5471	veľká karta posíl drakov
5472	malá karta posíl obliehania
5473	stredná karta posíl obliehania
5474	veľká karta posíl obliehania
5475	malá karta posíl letectva
5476	stredná karta posíl letectva
5477	veľká karta posíl letectva
5478	malá karta zásoby zlata
5479	stredná karta zásoby zlata
5480	veľká karta zásoby zlata
5481	malá karta zásoby dreva
5482	stredná karta zásoby dreva
5483	veľká karta zásoby dreva
5484	známka F, zlá
5485	karta hrdinu Raynora
5486	briefing misie
5487	staroveké ruiny sú rozptýlené po mape
5488	niektoré ruiny môžu skrývať ďalšie tajomstvá na susedných poliach
5489	súperi nebudú čakať — nájdite každú ruinu ako prví
5490	kovové ozveny za kameňom, prehľadajte susedné pole
5491	skrytá komnata skýta ďalšiu korisť
5492	dosiaľ neobjavené ruiny
5493	zostáva len jedna ruina na objavenie
7736	Raynor, pán koalície
5398	žiadny mod
5500	lokálne vybrať všetko
5501	prechádzať jednotky
5502	robotník
5503	vojak
5504	budova
5505	všetci vojaci, lokálne vybrať všetko
5506	miestna jednotka
5507	všeobecná budova
5510	stav zdroja 1
5511	stav zdroja 2
5512	stav zdroja 3
5513	stav populácie
5514	zrušiť alebo otvoriť prehliadač máp
5515	prepnúť rozhranie jednotiek a budov
5516	prepnúť rozhranie príkazov a zručností
5517	prepnúť batoh a výbavu
5518	otvoriť pomoc a dopyty
5519	otvoriť rozhranie diplomacie
5520	obrazovka atribútov
5521	batoh
5522	obrazovka výbavy
5523	vybrať ďalší cieľ
5524	vybrať predchádzajúci cieľ
5525	vybrať ďalší užitočný cieľ
5526	vybrať predchádzajúci užitočný cieľ
5527	posunúť o pole na sever
5528	posunúť o pole na juh
5529	posunúť o pole na západ
5530	posunúť o pole na východ
5531	ďalšie preskúmané pole
5532	predchádzajúce preskúmané pole
5533	ďalšie konfliktné pole
5534	predchádzajúce konfliktné pole
5535	ďalšie neznáme pole
5536	predchádzajúce neznáme pole
5537	ďalšie pole zdrojov
5538	predchádzajúce pole zdrojov
5539	predvolený príkaz
5540	potvrdiť príkaz
5541	preskúmať
5542	sledovať pohľad jednotky
5543	životy jednotky
5544	popis ďalšieho cieľa
5545	popis predchádzajúceho cieľa
5546	oznámiť zoznam hráčov
5547	história späť
5548	história vpred
5549	herné menu
5550	hlasitejšie
5551	tichšie
5552	režim prvej osoby
5553	konzola
5554	prepnúť hudbu
5555	celá obrazovka
5556	prepnúť hovoriace hodiny
5557	zmeniť hráča
5558	veliť jednotke
5559	písmenová skratka príkazu
5560	prepnúť filter strany
5561	prepnúť filter typu
5562	veliť budove
5563	prechádzať ďalší príkaz
5564	opakovať posledný príkaz
5565	opakovať posledný príkaz hneď
5566	príkaz
5567	prechádzať ďalšiu zručnosť
5568	zručnosť
5569	zoznam zručností
5570	automatický útok
5571	pomoc ďalšia položka
5572	pomoc predchádzajúca položka
5573	oznámiť čas
5574	otvoriť vstup chatu
5575	prepnúť metronóm
5576	opustiť rozhranie pomoci
5577	ďalšie ložisko zdroja 1
5578	predchádzajúce ložisko zdroja 1
5579	ďalšie ložisko zdroja 2
5580	predchádzajúce ložisko zdroja 2
5581	ďalšie ložisko zdroja 3
5582	predchádzajúce ložisko zdroja 3
5583	ďalšia lúka
5584	predchádzajúca lúka
5585	ďalší priechod
5586	predchádzajúci priechod
5587	prepnúť zväčšenie
5588	opustiť prehliadač máp
5589	vybrať kandidáta spojenectva
5590	odoslať žiadosť o spojenectvo
5591	prijať spojenectvo
5592	odmietnuť alebo zrušiť spojenectvo
5593	opustiť rozhranie diplomacie
5594	zrušiť príkaz
5595	presnosť zväčšenia
5596	vybrať jednotky
5597	všetky
5598	polovica
5599	tretina
5600	štvrť
5601	pätina
5602	zrušiť skupinu
5603	ovládacia skupina 1
5604	ovládacia skupina 2
5605	ovládacia skupina 3
5606	ovládacia skupina 4
5610	Control
5611	Shift
5612	Alt
5613	hore
5614	dole
5615	doľava
5616	doprava
5617	PageUp
5618	PageDown
5619	Home
5620	End
5621	Tab
5622	medzerník
5623	Enter
5624	Enter na numerickej klávesnici
5625	Escape
5626	Backspace
5627	plus na numerickej klávesnici
5628	minus na numerickej klávesnici
5629	rovná sa
5630	mínus
5631	spätné lomítko
5632	bodkočiarka
5633	spätná úvodzovka
5634	úvodzovky
5635	ľavý Control
5636	pravý Control
5637	ľavý Alt
5638	pravý Alt
5639	ľavý Shift
5640	pravý Shift
5641	prepnúť zobrazenie
5642	uložiť skupinu
5643	pridať jednotky do skupiny
5644	prepnúť režim cheatov
5645	znížiť presnosť zväčšenia
5646	zvýšiť presnosť zväčšenia
5647	opýtať sa na presnosť zväčšenia
5648	znova načítať parametre
5649	zastaviť prehrávanie histórie
5650	hlasitejšie hudba
5651	tichšie hudba
5652	potvrdiť s frontou
5653	potvrdiť naliehavo
5654	do fronty
5655	dosah celej mapy
5656	globálne vybrať všetko
5657	prechádzať predchádzajúci príkaz
5658	iba neaktívne príkazy
5659	prepnúť filter strany späť
5660	prepnúť filter typu späť
5661	opakovať teraz a do fronty
5662	všetci vojaci
5663	predchádzajúci kandidát spojenectva
5664	päť polí
5665	ignorovať kolíziu
5666	prechádzať jednotky späť
5667	iba nečinné jednotky
5668	zahrnúť budovy bez menu
5669	celá mapa
5670	robotník a všetci vojaci
5671	hľadať skratky
5672	zadajte hľadaný text, Esc na zrušenie
5673	žiadne zodpovedajúce skratky
5674	pokročilé varianty
5675	exportovať konfiguráciu skratiek
5676	importovať konfiguráciu skratiek
5677	skopírované do schránky
5678	import úspešný, platí od budúcej hry
5679	import zlyhal, neplatný formát
5680	zlúčený import
5681	nahrádzajúci import
5682	napíšte prvé písmeno pre rýchly skok
5683	aliasové klávesy
5684	predvolená klávesa
5685	rozhranie prvej osoby
5686	úroveň príliš nízka na naučenie tejto zručnosti
5687	túto zručnosť už poznáte
5688	naučené
5689	získaná refundácia za demolíciu budovy
5690	odhodiť
5691	dať
5692	zapnúť automatický prieskum
5693	vypnúť automatický prieskum
5694	stavebné miesto
5695	mesto
5696	pláň
5697	potok
5698	vyvýšenina
5699	kopec
4371	obsadené
4511	spomaliť
4638	ručná výroba
4654	budova zlatej bane
4662	pláň
4663	otvorený terén
5710	hlasitosť
5711	výška tónu
5712	rýchlosť reči
5713	hlas
