;	coding: utf-8
5459	carta de refuerzo de infantería grande
5460	carta de refuerzo de caballería pequeña
5461	carta de refuerzo de caballería mediana
5462	carta de refuerzo de caballería grande
5463	carta de refuerzo de arqueros pequeña
5464	carta de refuerzo de arqueros mediana
5465	carta de refuerzo de arqueros grande
5466	carta de refuerzo de magos pequeña
5467	carta de refuerzo de magos mediana
5468	carta de refuerzo de magos grande
5469	carta de refuerzo de dragones pequeña
5470	carta de refuerzo de dragones mediana
5471	carta de refuerzo de dragones grande
5472	carta de refuerzo de asedio pequeña
5473	carta de refuerzo de asedio mediana
5474	carta de refuerzo de asedio grande
5475	carta de refuerzo aéreo pequeña
5476	carta de refuerzo aéreo mediana
5477	carta de refuerzo aéreo grande
5478	carta de suministro de oro pequeña
5479	carta de suministro de oro mediana
5480	carta de suministro de oro grande
5481	carta de suministro de madera pequeña
5482	carta de suministro de madera mediana
5483	carta de suministro de madera grande
5484	nota F, insuficiente
5485	carta héroe Raynor
5486	informe de misión
5487	ruinas antiguas están dispersas por el mapa
5488	algunas ruinas pueden ocultar secretos en casillas vecinas
5489	los rivales no esperarán: encuentra todas las ruinas primero
5490	ecos metálicos tras la piedra, busca en la casilla vecina
5491	la cámara oculta ofrece botín extra
5492	ruinas aún por descubrir
5493	solo queda una ruina por descubrir
7736	Raynor, señor de la Coalición
5398	sin mod
5500	seleccionar todo localmente
5501	ciclar unidades
5502	trabajador
5503	soldado
5504	edificio
5505	todos los soldados, seleccionar todo localmente
5506	unidad local
5507	edificio genérico
5510	estado recurso 1
5511	estado recurso 2
5512	estado recurso 3
5513	estado de población
5514	cancelar o entrar en exploración del mapa
5515	alternar interfaz de unidades y edificios
5516	alternar interfaz de órdenes y habilidades
5517	alternar mochila y equipo
5518	entrar en ayuda y consulta
5519	entrar en la interfaz de diplomacia
5520	pantalla de atributos
5521	mochila
5522	pantalla de equipo
5523	seleccionar siguiente objetivo
5524	seleccionar objetivo anterior
5525	seleccionar siguiente objetivo útil
5526	seleccionar objetivo útil anterior
5527	mover una casilla al norte
5528	mover una casilla al sur
5529	mover una casilla al oeste
5530	mover una casilla al este
5531	siguiente casilla explorada
5532	casilla explorada anterior
5533	siguiente casilla de conflicto
5534	casilla de conflicto anterior
5535	siguiente casilla desconocida
5536	casilla desconocida anterior
5537	siguiente casilla de recurso
5538	casilla de recurso anterior
5539	orden predeterminada
5540	confirmar orden
5541	examinar
5542	seguir vista de la unidad
5543	puntos de vida de la unidad
5544	siguiente descripción de objetivo
5545	descripción de objetivo anterior
5546	anunciar lista de jugadores
5547	historial anterior
5548	historial siguiente
5549	menú del juego
5550	subir volumen
5551	bajar volumen
5552	modo en primera persona
5553	consola
5554	alternar música
5555	pantalla completa
5556	alternar reloj parlante
5557	cambiar de jugador
5558	ordenar a una unidad
5559	atajo de letra de orden
5560	alternar filtro de bando
5561	alternar filtro de tipo
5562	ordenar a un edificio
5563	explorar siguiente orden
5564	repetir última orden
5565	repetir inmediatamente la última orden
5566	orden
5567	explorar siguiente habilidad
5568	habilidad
5569	lista de habilidades
5570	ataque automático
5571	ayuda elemento siguiente
5572	ayuda elemento anterior
5573	anunciar la hora
5574	abrir entrada de chat
5575	alternar metrónomo
5576	salir de la interfaz de ayuda
5577	siguiente yacimiento recurso 1
5578	yacimiento recurso 1 anterior
5579	siguiente yacimiento recurso 2
5580	yacimiento recurso 2 anterior
5581	siguiente yacimiento recurso 3
5582	yacimiento recurso 3 anterior
5583	siguiente pradera
5584	pradera anterior
5585	siguiente pasaje
5586	pasaje anterior
5587	alternar zoom
5588	salir de exploración del mapa
5589	seleccionar candidato de alianza
5590	enviar solicitud de alianza
5591	aceptar alianza
5592	rechazar o cancelar alianza
5593	salir de la interfaz de diplomacia
5594	cancelar orden
5595	precisión del zoom
5596	seleccionar unidades
5597	todos
5598	una mitad
5599	un tercio
5600	un cuarto
5601	un quinto
5602	desagrupar
5603	grupo de control 1
5604	grupo de control 2
5605	grupo de control 3
5606	grupo de control 4
5610	Control
5611	Shift
5612	Alt
5613	arriba
5614	abajo
5615	izquierda
5616	derecha
5617	PageUp
5618	PageDown
5619	Home
5620	End
5621	Tab
5622	espacio
5623	Intro
5624	Intro del teclado numérico
5625	Escape
5626	Retroceso
5627	más del teclado numérico
5628	menos del teclado numérico
5629	igual
5630	menos
5631	barra invertida
5632	punto y coma
5633	acento grave
5634	comilla
5635	Control izquierdo
5636	Control derecho
5637	Alt izquierdo
5638	Alt derecho
5639	Shift izquierdo
5640	Shift derecho
5641	alternar visualización
5642	guardar grupo
5643	añadir unidades al grupo
5644	alternar modo trampa
5645	reducir precisión del zoom
5646	aumentar precisión del zoom
5647	consultar precisión del zoom
5648	recargar parámetros
5649	detener reproducción del historial
5650	subir volumen de música
5651	bajar volumen de música
5652	confirmar con cola
5653	confirmar imperativo
5654	poner en cola
5655	alcance en todo el mapa
5656	seleccionar todo globalmente
5657	explorar orden anterior
5658	solo órdenes inactivas
5659	alternar filtro de bando hacia atrás
5660	alternar filtro de tipo hacia atrás
5661	repetir ahora con cola
5662	todos los soldados
5663	candidato de alianza anterior
5664	cinco casillas
5665	ignorar colisión
5666	ciclar unidades hacia atrás
5667	solo unidades inactivas
5668	incluir edificios sin menú
5669	en todo el mapa
5670	trabajador y todos los soldados
5671	buscar teclas rápidas
5672	introduce el texto de búsqueda, Escape para cancelar
5673	no hay teclas rápidas coincidentes
5674	variantes avanzadas
5675	exportar configuración de teclas
5676	importar configuración de teclas
5677	copiado al portapapeles
5678	importación correcta, efectiva en la próxima partida
5679	importación fallida, formato no válido
5680	importación por fusión
5681	importación por reemplazo
5682	escribe la primera letra para saltar rápido
5683	teclas de alias
5684	tecla predeterminada
5685	interfaz en primera persona
5686	nivel demasiado bajo para aprender esta habilidad
5687	ya conoces esta habilidad
5688	aprendido
5689	reembolso de demolición de edificio recibido
5690	soltar
5691	dar
5692	activar exploración automática
5693	desactivar exploración automática
5694	solar edificable
5695	ciudad
5696	llanura
5697	arroyo
5698	terreno elevado
5699	colina
4371	ocupado
4511	ralentizar
4638	producción manual
4654	edificio de mina de oro
4662	llanura
4663	terreno abierto
5710	volumen
5711	tono
5712	velocidad
5713	voz
