;	coding: utf-8
5313	разблакавана
5314	для гэтага мода дасягненні не зададзены
5315	спіс дасягненняў
5316	арсенал
5317	прагляд звання, пашанаў, медалёў і карт мода
5318	усяго медалёў
5319	зарады
5350	бягучае званне
5351	да наступнага звання
5355	яшчэ трэба
5356	медалі
5357	выберыце карту рыштунку для слота
5358	прапусціць гэты слот
5359	пачаць гульню зараз
5360	няма карт для ўзяцця
5361	карта рыштунку прыменена
5362	слот
5363	слотаў рыштунку стала больш, цяпер
5364	узяць перад сутычкай або выпадковай картай супраць камп'ютара
5450	дзейнічае адразу пры старце гульні
5365	дадаткова на пачатку
5366	з'яўляецца на пачатку гульні побач са стартам
5367	паўторнае выкананне
5368	прагляд спіса дасягненняў
5369	прагляд арсенала
5370	патрабуе
5371	ніжэй
5372	не менш
5373	перамога ў гэтай гульні
5374	або
5375	прагляд дасягненняў і ўмоў разблакіроўкі мода
5376	на карце
5377	разоў
5378	накапічальна
5379	галін
5380	міжфракцыйны прагрэс
5381	кожная разблакіруе не менш
5382	медалёў не менш
5383	у кожнай ёсць ганаровы тытул
5384	вяха карты завершана
5385	дасягненняў
5386	выберыце фракцыю для гэтай гульні
5387	дзейнічае пасля
5388	эфект карты рыштунку спрацаваў
5389	з'яўляецца побач са стартам
5390	дае дадаткова
5393	дае тэхналогію
5394	дадаткова пасля першай завершанай трэніроўкі
5395	у гэтай гульні дадаткова пасля першай завершанай трэніроўкі
5392	.
5352	ганаровыя тытулы
5353	слоты карт перад місіяй
5354	патрабуецца званне
5320	карта залатага забеспячэння
5321	карта драўнянага забеспячэння
5322	карта пяхотнага падмацавання
5323	карта кавалерыйскага падмацавання
5324	карта лучнага падмацавання
5325	карта магічнага падмацавання
5326	карта драконавага падмацавання
5327	карта аблогавага падмацавання
5328	карта паветранага падмацавання
5329	карта пяхота-кавалерыя
5330	карта пяхота-лучнікі
5331	карта лучнікі-кавалерыя
5332	карта змешанай арміі
5333	карта адкладзенага пяхотнага падмацавання
5334	карта адкладзенай зброі блізкага бою
5396	карта бонуса навучання пяхоты
5340	пакуль няма карт ці медалёў
5399	класічныя гарачыя клавішы скінуты
5397	раскладка гарачых клавіш мода 
5400	радвы
5401	яфрэйтар
5402	капрал
5403	сяржант
5404	лейтэнант
5405	капітан
5406	маёр
5407	палкоўнік
5408	генерал-маёр
5409	генерал-лейтэнант
5410	генерал
5411	маршал
5420	майстар ашчаднасці
5421	ідэальны вартаўнік
5422	забойца кашмараў
5423	забойца экспертаў
5424	першая кроў
5425	рэжым перамогі
5426	заваяванне, знішчыць усіх варожых гульцоў
5427	эканоміка, дасягнуць мэты па рэсурсах
5428	даследаванне, наведаць кожную старажытную руіну
5429	выжыванне, пратрымацца да канца часу
5430	наведаць кожную старажытную руіну сваімі юнітамі
5431	старажытная руіна
5432	захопліваемыя казармы
5433	руіна выяўлена
5434	казармы захоплены
5435	назапашаныя рэсурсы дасягаюць
5436	пратрымацца
5437	хвілін
5451	знішчыць усіх варожых гульцоў
5452	захаваўшы сваю ратушу
5438	даставіць залатую манету гандляру горада-дзяржавы
5439	гандляр узнагароджвае вас прыпасамі
5440	даставіць зелле лячэння вясковаму лекару
5441	лекар далучаецца да вас
5442	спачатку трэба разблакаваць дасягненне
5443	на выпадковай карце
5445	выпадковы заваёўнік
5446	выпадковы магнат
5447	паляўнічы за руінамі
5448	выжылы
5449	майстар чатырох рэжымаў
5453	пагрузка недапушчальная
5454	пагрузка не ўдалася
5455	выгрузка недапушчальная
5456	выгрузка не ўдалася
5457	карта пяхотнага падмацавання · малая
5458	карта пяхотнага падмацавання · сярэдняя
5459	карта пяхотнага падмацавання · вялікая
5460	карта кавалерыйскага падмацавання · малая
5461	карта кавалерыйскага падмацавання · сярэдняя
5462	карта кавалерыйскага падмацавання · вялікая
5463	карта лучнага падмацавання · малая
5464	карта лучнага падмацавання · сярэдняя
5465	карта лучнага падмацавання · вялікая
5466	карта магічнага падмацавання · малая
5467	карта магічнага падмацавання · сярэдняя
5468	карта магічнага падмацавання · вялікая
5469	карта драконавага падмацавання · малая
5470	карта драконавага падмацавання · сярэдняя
5471	карта драконавага падмацавання · вялікая
5472	карта аблогавага падмацавання · малая
5473	карта аблогавага падмацавання · сярэдняя
5474	карта аблогавага падмацавання · вялікая
5475	карта паветранага падмацавання · малая
5476	карта паветранага падмацавання · сярэдняя
5477	карта паветранага падмацавання · вялікая
5478	карта залатага забеспячэння · малая
5479	карта залатага забеспячэння · сярэдняя
5480	карта залатага забеспячэння · вялікая
5481	карта драўнянага забеспячэння · малая
5482	карта драўнянага забеспячэння · сярэдняя
5483	карта драўнянага забеспячэння · вялікая
5484	ацэнка F, дрэнна
5485	карта героя Рэйнара
5486	брыфінг місіі
5487	старажытныя руіны раскіданы па карце
5488	некаторыя руіны могуць хаваць сакрэты на суседніх клетках
5489	супернікі не чакаюць — знайдзіце ўсе руіны першымі
5490	металічнае рэха за каменем — праверце суседнюю клетку
5491	схаваная камера дае дадатковую здабычу
5492	яшчэ не выяўленыя руіны
5493	засталася толькі адна руіна
7736	Рэйнар, уладар кааліцыі
5398	няма мода
5500	лакальна выбраць усё
5501	пераключаць юніта
5502	рабочы
5503	салдат
5504	будынак
5505	усе салдаты, лакальна выбраць усё
5506	лакальны юніт
5507	агульны будынак
5510	стан рэсурсу 1
5511	стан рэсурсу 2
5512	стан рэсурсу 3
5513	стан насельніцтва
5514	адмена або прагляд карты
5515	пераключыць інтэрфейс юнітаў і будынкаў
5516	пераключыць інтэрфейс каманд і навыкаў
5517	пераключыць плецяк і рыштунак
5518	увайсці ў даведку і запыты
5519	увайсці ў інтэрфейс дыпламатыі
5520	экран атрыбутаў
5521	плецяк
5522	экран рыштунку
5523	выбраць наступную мэту
5524	выбраць папярэднюю мэту
5525	выбраць наступную карысную мэту
5526	выбраць папярэднюю карысную мэту
5527	на клетку на поўнач
5528	на клетку на поўдзень
5529	на клетку на захад
5530	на клетку на ўсход
5531	наступная разведаная клетка
5532	папярэдняя разведаная клетка
5533	наступная клетка канфлікту
5534	папярэдняя клетка канфлікту
5535	наступная невядомая клетка
5536	папярэдняя невядомая клетка
5537	наступная клетка рэсурсаў
5538	папярэдняя клетка рэсурсаў
5539	каманда па змаўчанні
5540	пацвердзіць каманду
5541	агледзець
5542	ісці за выглядам юніта
5543	здароўе юніта
5544	апісанне наступнай мэты
5545	апісанне папярэдняй мэты
5546	абвясціць спіс гульцоў
5547	гісторыя назад
5548	гісторыя наперад
5549	гульнявое меню
5550	гучней
5551	цішэй
5552	рэжым ад першай асобы
5553	кансоль
5554	пераключыць музыку
5555	поўны экран
5556	пераключыць гаворачыя гадзіннік
5557	змяніць гульца
5558	аддаць загад юніту
5559	літарны ярлык каманды
5560	пераключыць фільтр боку
5561	пераключыць фільтр тыпу
5562	аддаць загад будынку
5563	лістаць наступную каманду
5564	паўтарыць апошнюю каманду
5565	адразу паўтарыць апошнюю каманду
5566	каманда
5567	лістаць наступны навык
5568	навык
5569	спіс навыкаў
5570	аўтаатака
5571	даведка наступны пункт
5572	даведка папярэдні пункт
5573	абвясціць час
5574	адкрыць увод чата
5575	пераключыць метраном
5576	выйсці з інтэрфейсу даведкі
5577	наступнае радовішча рэсурсу 1
5578	папярэдняе радовішча рэсурсу 1
5579	наступнае радовішча рэсурсу 2
5580	папярэдняе радовішча рэсурсу 2
5581	наступнае радовішча рэсурсу 3
5582	папярэдняе радовішча рэсурсу 3
5583	наступны луг
5584	папярэдні луг
5585	наступны праход
5586	папярэдні праход
5587	пераключыць зум
5588	выйсці з прагляду карты
5589	выбраць кандыдата саюзу
5590	адправіць запыт саюзу
5591	прыняць саюз
5592	адхіліць або скасаваць саюз
5593	выйсці з інтэрфейсу дыпламатыі
5594	скасаваць каманду
5595	дакладнасць зума
5596	выбраць юнітаў
5597	усе
5598	палова
5599	трэць
5600	чвэрць
5601	пятая частка
5602	расфармаваць групу
5603	кантрольная група 1
5604	кантрольная група 2
5605	кантрольная група 3
5606	кантрольная група 4
5610	Control
5611	Shift
5612	Alt
5613	уверх
5614	уніз
5615	улева
5616	управа
5617	PageUp
5618	PageDown
5619	Home
5620	End
5621	Tab
5622	прабел
5623	Ввод
5624	Enter на лічбавай клавіятуры
5625	Escape
5626	Backspace
5627	плюс на лічбавай клавіятуры
5628	мінус на лічбавай клавіятуры
5629	знак роўнасці
5630	мінус
5631	адваротны слэш
5632	кропка з коскай
5633	адваротная двукоссе
5634	двукоссе
5635	левы Control
5636	правы Control
5637	левы Alt
5638	правы Alt
5639	левы Shift
5640	правы Shift
5641	пераключыць адлюстраванне
5642	захаваць групу
5643	дадаць юнітаў у групу
5644	пераключыць рэжым чытаў
5645	паменшыць дакладнасць зума
5646	павялічыць дакладнасць зума
5647	запытаць дакладнасць зума
5648	перазагрузіць параметры
5649	спыніць прайграванне гісторыі
5650	гучней музыка
5651	цішэй музыка
5652	пацвердзіць з чаргой
5653	пацвердзіць прымусова
5654	у чаргу
5655	дальнасць на ўсю карту
5656	глабальна выбраць усё
5657	лістаць папярэднюю каманду
5658	толькі неактыўныя каманды
5659	пераключыць фільтр боку назад
5660	пераключыць фільтр тыпу назад
5661	паўтарыць зараз і ў чаргу
5662	усе салдаты
5663	папярэдні кандыдат саюзу
5664	пяць клетак
5665	ігнараваць сутыкненне
5666	пераключаць юніта назад
5667	толькі бяздзейныя юніты
5668	уключаючы будынкі без меню
5669	на ўсю карту
5670	рабочы і ўсе салдаты
5671	пошук гарачых клавіш
5672	увядзіце тэкст пошуку, Esc — адмена
5673	няма падыходных гарачых клавіш
5674	пашыраныя варыянты
5675	экспарт канфігурацыі гарачых клавіш
5676	імпарт канфігурацыі гарачых клавіш
5677	скапіравана ў буфер абмену
5678	імпарт паспяховы, дзейнічае з наступнай гульні
5679	імпарт не ўдаўся, недапушчальны фармат
5680	зліццё пры імпарце
5681	замена пры імпарце
5682	увядзіце першую літару для хуткага пераходу
5683	клавішы-псеўданімы
5684	клавіша па змаўчанні
5685	інтэрфейс ад першай асобы
5686	узровень занадта нізкі, каб вывучыць гэты навык
5687	гэты навык ужо вывучаны
5688	вывучана
5689	атрыманы вяртанне за знос будынка
5690	кінуць
5691	аддаць
5692	уключыць аўтаразведку
5693	адключыць аўтаразведку
5694	будаўнічая пляцоўка
5695	горад
5696	раўніна
5697	ручай
5698	узвышша
5699	узгорак
4371	занята
4511	запавольніць
4638	ручная вытворчасць
4654	будынак залатога рудніка
4662	раўніна
4663	адкрытая мясцовасць
5710	гучнасць
5711	вышыня тону
5712	хуткасць маўлення
5713	голас
